SDP_Id,MSISDN_START,MSISDN_END
meylvvmsdp06a,44072500,44072599
meylvvmsdp06a,44072600,44072699
meylvvmsdp06a,44072700,44072799
meylvvmsdp06a,44072800,44072899
meylvvmsdp06a,44072900,44072999
meylvvmsdp06a,44073000,44073099
meylvvmsdp06a,44073100,44073199
meylvvmsdp06a,44073200,44073299
meylvvmsdp06a,44073300,44073399
meylvvmsdp06a,44073400,44073499
meylvvmsdp06a,44073500,44073599
meylvvmsdp06a,44073600,44073699
meylvvmsdp06a,44073700,44073799
meylvvmsdp06a,44073800,44073899
meylvvmsdp06a,44073900,44073999
meylvvmsdp06a,44074000,44074099
meylvvmsdp06a,44074100,44074199
meylvvmsdp06a,44074200,44074299
meylvvmsdp06a,44074300,44074399
meylvvmsdp06a,44074400,44074499
meylvvmsdp06a,44074500,44074599
meylvvmsdp06a,44074600,44074699
meylvvmsdp06a,44074700,44074799
meylvvmsdp06a,44074800,44074899
meylvvmsdp06a,44074900,44074999
meylvvmsdp06a,44075000,44075099
meylvvmsdp06a,44075100,44075199
meylvvmsdp06a,44075200,44075299
meylvvmsdp06a,44075300,44075399
meylvvmsdp06a,44075400,44075499
meylvvmsdp06a,44075500,44075599
meylvvmsdp06a,44075600,44075699
meylvvmsdp06a,44075700,44075799
meylvvmsdp06a,44075800,44075899
meylvvmsdp06a,44075900,44075999
meylvvmsdp06a,44076000,44076099
meylvvmsdp06a,44076100,44076199
meylvvmsdp06a,44076200,44076299
meylvvmsdp06a,44076300,44076399
meylvvmsdp06a,44076400,44076499
meylvvmsdp06a,44076500,44076599
meylvvmsdp06a,44076600,44076699
meylvvmsdp06a,44076700,44076799
meylvvmsdp06a,44076800,44076899
meylvvmsdp06a,44076900,44076999
meylvvmsdp06a,44077000,44077099
meylvvmsdp06a,44077100,44077199
meylvvmsdp06a,44077200,44077299
meylvvmsdp06a,44077300,44077399
meylvvmsdp06a,44077400,44077499
meylvvmsdp06a,44077500,44077599
meylvvmsdp06a,44077600,44077699
meylvvmsdp06a,44077700,44077799
meylvvmsdp06a,44077800,44077899
meylvvmsdp06a,44077900,44077999
meylvvmsdp06a,44078000,44078099
meylvvmsdp06a,44078100,44078199
meylvvmsdp06a,44078200,44078299
meylvvmsdp06a,44078300,44078399
meylvvmsdp06a,44078400,44078499
meylvvmsdp06a,44078500,44078599
meylvvmsdp06a,44078600,44078699
meylvvmsdp06a,44078700,44078799
meylvvmsdp06a,44078800,44078899
meylvvmsdp06a,44078900,44078999
meylvvmsdp06a,44079000,44079099
meylvvmsdp06a,44079100,44079199
meylvvmsdp06a,44079200,44079299
meylvvmsdp06a,44079300,44079399
meylvvmsdp06a,44079400,44079499
meylvvmsdp06a,44079500,44079599
meylvvmsdp06a,44079600,44079699
meylvvmsdp06a,44079700,44079799
meylvvmsdp06a,44079800,44079899
meylvvmsdp06a,44079900,44079999
meylvvmsdp06a,44080000,44080099
meylvvmsdp06a,44080100,44080199
meylvvmsdp06a,44080200,44080299
meylvvmsdp06a,44080300,44080399
meylvvmsdp06a,44080400,44080499
meylvvmsdp06a,44080500,44080599
meylvvmsdp06a,44080600,44080699
meylvvmsdp06a,44080700,44080799
meylvvmsdp06a,44080800,44080899
meylvvmsdp06a,44080900,44080999
meylvvmsdp06a,44081000,44081099
meylvvmsdp06a,44081100,44081199
meylvvmsdp06a,44081200,44081299
meylvvmsdp06a,44081300,44081399
meylvvmsdp06a,44081400,44081499
meylvvmsdp06a,44081500,44081599
meylvvmsdp06a,44081600,44081699
meylvvmsdp06a,44081700,44081799
meylvvmsdp06a,44081800,44081899
meylvvmsdp06a,44081900,44081999
meylvvmsdp06a,44082000,44082099
meylvvmsdp06a,44082100,44082199
meylvvmsdp06a,44082200,44082299
meylvvmsdp06a,44082300,44082399
meylvvmsdp06a,44082400,44082499
meylvvmsdp06a,44082500,44082599
meylvvmsdp06a,44082600,44082699
meylvvmsdp06a,44082700,44082799
meylvvmsdp06a,44082800,44082899
meylvvmsdp06a,44082900,44082999
meylvvmsdp06a,44083000,44083099
meylvvmsdp06a,44083100,44083199
meylvvmsdp06a,44083200,44083299
meylvvmsdp06a,44083300,44083399
meylvvmsdp06a,44083400,44083499
meylvvmsdp06a,44083500,44083599
meylvvmsdp06a,44083600,44083699
meylvvmsdp06a,44083700,44083799
meylvvmsdp06a,44083800,44083899
meylvvmsdp06a,44083900,44083999
meylvvmsdp06a,44084000,44084099
meylvvmsdp06a,44084100,44084199
meylvvmsdp06a,44084200,44084299
meylvvmsdp06a,44084300,44084399
meylvvmsdp06a,44084400,44084499
meylvvmsdp06a,44084500,44084599
meylvvmsdp06a,44084600,44084699
meylvvmsdp06a,44084700,44084799
meylvvmsdp06a,44084800,44084899
meylvvmsdp06a,44084900,44084999
meylvvmsdp06a,44085000,44085099
meylvvmsdp06a,44085100,44085199
meylvvmsdp06a,44085200,44085299
meylvvmsdp06a,44085300,44085399
meylvvmsdp06a,44085400,44085499
meylvvmsdp06a,44085500,44085599
meylvvmsdp06a,44085600,44085699
meylvvmsdp06a,44085700,44085799
meylvvmsdp06a,44085800,44085899
meylvvmsdp06a,44085900,44085999
meylvvmsdp06a,44086000,44086099
meylvvmsdp06a,44086100,44086199
meylvvmsdp06a,44086200,44086299
meylvvmsdp06a,44086300,44086399
meylvvmsdp06a,44086400,44086499
meylvvmsdp06a,44086500,44086599
meylvvmsdp06a,44086600,44086699
meylvvmsdp06a,44086700,44086799
meylvvmsdp06a,44086800,44086899
meylvvmsdp06a,44086900,44086999
meylvvmsdp06a,44087000,44087099
meylvvmsdp06a,44087100,44087199
meylvvmsdp06a,44087200,44087299
meylvvmsdp06a,44087300,44087399
meylvvmsdp06a,44087400,44087499
meylvvmsdp06a,44087500,44087599
meylvvmsdp06a,44087600,44087699
meylvvmsdp06a,44087700,44087799
meylvvmsdp06a,44087800,44087899
meylvvmsdp06a,44087900,44087999
meylvvmsdp06a,44088000,44088099
meylvvmsdp06a,44088100,44088199
meylvvmsdp06a,44088200,44088299
meylvvmsdp06a,44088300,44088399
meylvvmsdp06a,44088400,44088499
meylvvmsdp06a,44088500,44088599
meylvvmsdp06a,44088600,44088699
meylvvmsdp06a,44088700,44088799
meylvvmsdp06a,44088800,44088899
meylvvmsdp06a,44088900,44088999
meylvvmsdp06a,44089000,44089099
meylvvmsdp06a,44089100,44089199
meylvvmsdp06a,44089200,44089299
meylvvmsdp06a,44089300,44089399
meylvvmsdp06a,44089400,44089499
meylvvmsdp06a,44089500,44089599
meylvvmsdp06a,44089600,44089699
meylvvmsdp06a,44089700,44089799
meylvvmsdp06a,44089800,44089899
meylvvmsdp06a,44089900,44089999
meylvvmsdp06a,44090000,44090099
meylvvmsdp06a,44090100,44090199
meylvvmsdp06a,44090200,44090299
meylvvmsdp06a,44090300,44090399
meylvvmsdp06a,44090400,44090499
meylvvmsdp06a,44090500,44090599
meylvvmsdp06a,44090600,44090699
meylvvmsdp06a,44090700,44090799
meylvvmsdp06a,44090800,44090899
meylvvmsdp06a,44090900,44090999
meylvvmsdp06a,44091000,44091099
meylvvmsdp06a,44091100,44091199
meylvvmsdp06a,44091200,44091299
meylvvmsdp06a,44091300,44091399
meylvvmsdp06a,44091400,44091499
meylvvmsdp06a,44091500,44091599
meylvvmsdp06a,44091600,44091699
meylvvmsdp06a,44091700,44091799
meylvvmsdp06a,44091800,44091899
meylvvmsdp06a,44091900,44091999
meylvvmsdp06a,44092000,44092099
meylvvmsdp06a,44092100,44092199
meylvvmsdp06a,44092200,44092299
meylvvmsdp06a,44092300,44092399
meylvvmsdp06a,44092400,44092499
meylvvmsdp06a,44092500,44092599
meylvvmsdp06a,44092600,44092699
meylvvmsdp06a,44092700,44092799
meylvvmsdp06a,44092800,44092899
meylvvmsdp06a,44092900,44092999
meylvvmsdp06a,44093000,44093099
meylvvmsdp06a,44093100,44093199
meylvvmsdp06a,44093200,44093299
meylvvmsdp06a,44093300,44093399
meylvvmsdp06a,44093400,44093499
meylvvmsdp06a,44093500,44093599
meylvvmsdp06a,44093600,44093699
meylvvmsdp06a,44093700,44093799
meylvvmsdp06a,44093800,44093899
meylvvmsdp06a,44093900,44093999
meylvvmsdp06a,44094000,44094099
meylvvmsdp06a,44094100,44094199
meylvvmsdp06a,44094200,44094299
meylvvmsdp06a,44094300,44094399
meylvvmsdp06a,44094400,44094499
meylvvmsdp06a,44094500,44094599
meylvvmsdp06a,44094600,44094699
meylvvmsdp06a,44094700,44094799
meylvvmsdp06a,44094800,44094899
meylvvmsdp06a,44094900,44094999
meylvvmsdp06a,44095000,44095099
meylvvmsdp06a,44095100,44095199
meylvvmsdp06a,44095200,44095299
meylvvmsdp06a,44095300,44095399
meylvvmsdp06a,44095400,44095499
meylvvmsdp06a,44095500,44095599
meylvvmsdp06a,44095600,44095699
meylvvmsdp06a,44095700,44095799
meylvvmsdp06a,44095800,44095899
meylvvmsdp06a,44095900,44095999
meylvvmsdp06a,44096000,44096099
meylvvmsdp06a,44096100,44096199
meylvvmsdp06a,44096200,44096299
meylvvmsdp06a,44096300,44096399
meylvvmsdp06a,44096400,44096499
meylvvmsdp06a,44096500,44096599
meylvvmsdp06a,44096600,44096699
meylvvmsdp06a,44096700,44096799
meylvvmsdp06a,44096800,44096899
meylvvmsdp06a,44096900,44096999
meylvvmsdp06a,44097000,44097099
meylvvmsdp06a,44097100,44097199
meylvvmsdp06a,44097200,44097299
meylvvmsdp06a,44097300,44097399
meylvvmsdp06a,44097400,44097499
meylvvmsdp06a,44097500,44097599
meylvvmsdp06a,44097600,44097699
meylvvmsdp06a,44097700,44097799
meylvvmsdp06a,44097800,44097899
meylvvmsdp06a,44097900,44097999
meylvvmsdp06a,44098000,44098099
meylvvmsdp06a,44098100,44098199
meylvvmsdp06a,44098200,44098299
meylvvmsdp06a,44098300,44098399
meylvvmsdp06a,44098400,44098499
meylvvmsdp06a,44098500,44098599
meylvvmsdp06a,44098600,44098699
meylvvmsdp06a,44098700,44098799
meylvvmsdp06a,44098800,44098899
meylvvmsdp06a,44098900,44098999
meylvvmsdp06a,44099000,44099099
meylvvmsdp06a,44099100,44099199
meylvvmsdp06a,44099200,44099299
meylvvmsdp06a,44099300,44099399
meylvvmsdp06a,44099400,44099499
meylvvmsdp06a,44099500,44099599
meylvvmsdp06a,44099600,44099699
meylvvmsdp06a,44099700,44099799
meylvvmsdp06a,44099800,44099899
meylvvmsdp06a,44099900,44099999
meylvvmsdp06a,44900000,44900099
meylvvmsdp06a,97100500,97100599
meylvvmsdp06a,97112200,97112299
meylvvmsdp06a,97122200,97122299
meylvvmsdp06a,97122900,97122999
meylvvmsdp06a,97144400,97144499
meylvvmsdp06a,97144500,97144599
meylvvmsdp06a,97145300,97145399
meylvvmsdp06a,97145400,97145499
meylvvmsdp06a,971222000,971222999
meylvvmsdp06a,971231000,971231999
meylvvmsdp06a,971313000,971313999
meylvvmsdp06a,971346000,971346999
meylvvmsdp06a,971392000,971392999
meylvvmsdp06a,971410000,971410999
meylvvmsdp06a,971412000,971412999
meylvvmsdp06a,971424000,971424999
meylvvmsdp06a,971434000,971434999
meylvvmsdp06a,971443000,971443999
meylvvmsdp06a,971444000,971444999
meylvvmsdp06a,971455000,971455999
meylvvmsdp06a,971456000,971456999
meylvvmsdp06a,971465000,971465999
meylvvmsdp06a,971481000,971481999
meylvvmsdp06a,4446550000,4446559999
meylvvmsdp06a,9710040000,9710049999
meylvvmsdp06a,9711110000,9711119999
meylvvmsdp06a,9711120000,9711129999
meylvvmsdp06a,9711210000,9711219999
meylvvmsdp06a,9711230000,9711239999
meylvvmsdp06a,9711240000,9711249999
meylvvmsdp06a,9711510000,9711519999
meylvvmsdp06a,9711700000,9711709999
meylvvmsdp06a,9712020000,9712029999
meylvvmsdp06a,9712110000,9712119999
meylvvmsdp06a,9712200000,9712209999
meylvvmsdp06a,9712250000,9712259999
meylvvmsdp06a,9712330000,9712339999
meylvvmsdp06a,9712340000,9712349999
meylvvmsdp06a,9712440000,9712449999
meylvvmsdp06a,9712450000,9712459999
meylvvmsdp06a,9712510000,9712519999
meylvvmsdp06a,9712560000,9712569999
meylvvmsdp06a,9712570000,9712579999
meylvvmsdp06a,9712580000,9712589999
meylvvmsdp06a,9712610000,9712619999
meylvvmsdp06a,9712660000,9712669999
meylvvmsdp06a,9712760000,9712769999
meylvvmsdp06a,9712880000,9712889999
meylvvmsdp06a,9713210000,9713219999
meylvvmsdp06a,9713320000,9713329999
meylvvmsdp06a,9713330000,9713339999
meylvvmsdp06a,9713350000,9713359999
meylvvmsdp06a,9713360000,9713369999
meylvvmsdp06a,9713370000,9713379999
meylvvmsdp06a,9713380000,9713389999
meylvvmsdp06a,9713390000,9713399999
meylvvmsdp06a,9713430000,9713439999
meylvvmsdp06a,9713440000,9713449999
meylvvmsdp06a,9713450000,9713459999
meylvvmsdp06a,9713560000,9713569999
meylvvmsdp06a,9713570000,9713579999
meylvvmsdp06a,9713590000,9713599999
meylvvmsdp06a,9713620000,9713629999
meylvvmsdp06a,9713640000,9713649999
meylvvmsdp06a,9713690000,9713699999
meylvvmsdp06a,9713740000,9713749999
meylvvmsdp06a,9713830000,9713839999
meylvvmsdp06a,9713840000,9713849999
meylvvmsdp06a,9713870000,9713879999
meylvvmsdp06a,9714000000,9714009999
meylvvmsdp06a,9714020000,9714029999
meylvvmsdp06a,9714060000,9714069999
meylvvmsdp06a,9714080000,9714089999
meylvvmsdp06a,9714090000,9714099999
meylvvmsdp06a,9714100000,9714109999
meylvvmsdp06a,9714130000,9714139999
meylvvmsdp06a,9714140000,9714149999
meylvvmsdp06a,9714160000,9714169999
meylvvmsdp06a,9714220000,9714229999
meylvvmsdp06a,9714230000,9714239999
meylvvmsdp06a,9714240000,9714249999
meylvvmsdp06a,9714260000,9714269999
meylvvmsdp06a,9714290000,9714299999
meylvvmsdp06a,9714310000,9714319999
meylvvmsdp06a,9714320000,9714329999
meylvvmsdp06a,9714330000,9714339999
meylvvmsdp06a,9714340000,9714349999
meylvvmsdp06a,9714350000,9714359999
meylvvmsdp06a,9714360000,9714369999
meylvvmsdp06a,9714370000,9714379999
meylvvmsdp06a,9714400000,9714409999
meylvvmsdp06a,9714410000,9714419999
meylvvmsdp06a,9714430000,9714439999
meylvvmsdp06a,9714450000,9714459999
meylvvmsdp06a,9714460000,9714469999
meylvvmsdp06a,9714470000,9714479999
meylvvmsdp06a,9714480000,9714489999
meylvvmsdp06a,9714490000,9714499999
meylvvmsdp06a,9714500000,9714509999
meylvvmsdp06a,9714510000,9714519999
meylvvmsdp06a,9714520000,9714529999
meylvvmsdp06a,9714530000,9714539999
meylvvmsdp06a,9714550000,9714559999
meylvvmsdp06a,9714560000,9714569999
meylvvmsdp06a,9714570000,9714579999
meylvvmsdp06a,9714580000,9714589999
meylvvmsdp06a,9714590000,9714599999
meylvvmsdp06a,9714600000,9714609999
meylvvmsdp06a,9714630000,9714639999
meylvvmsdp06a,9714640000,9714649999
meylvvmsdp06a,9714660000,9714669999
meylvvmsdp06a,9714670000,9714679999
meylvvmsdp06a,9714680000,9714689999
meylvvmsdp06a,9714690000,9714699999
meylvvmsdp06a,9714700000,9714709999
meylvvmsdp06a,9714710000,9714719999
meylvvmsdp06a,9714740000,9714749999
meylvvmsdp06a,9714750000,9714759999
meylvvmsdp06a,9714770000,9714779999
meylvvmsdp06a,9714780000,9714789999
meylvvmsdp06a,9714790000,9714799999
meylvvmsdp06a,9714800000,9714809999
meylvvmsdp06a,9714830000,9714839999
meylvvmsdp06a,9714840000,9714849999
meylvvmsdp06a,9714850000,9714859999
meylvvmsdp06a,9714860000,9714869999
meylvvmsdp06a,9714870000,9714879999
meylvvmsdp06a,9714880000,9714889999
meylvvmsdp06a,9714890000,9714899999
meylvvmsdp06a,9714900000,9714909999
meylvvmsdp06a,9714940000,9714949999
meylvvmsdp06a,9714960000,9714969999
meylvvmsdp06a,9714980000,9714989999
meylvvmsdp06a,9714990000,9714999999
meylvvmsdp06a,9715010000,9715019999
meylvvmsdp06a,9715230000,9715239999
meylvvmsdp06a,9715250000,9715259999
meylvvmsdp06a,97100200000,97100299999
meylvvmsdp06a,97102400000,97102499999
meylvvmsdp06a,97102500000,97102599999
meylvvmsdp06a,97102600000,97102699999
meylvvmsdp06a,97103200000,97103299999
meylvvmsdp06a,97103600000,97103699999
meylvvmsdp06a,97104300000,97104399999
meylvvmsdp06a,97104700000,97104799999
meylvvmsdp06a,97105500000,97105599999
meylvvmsdp06a,97105700000,97105799999
meylvvmsdp06a,97105800000,97105899999
meylvvmsdp06a,97106200000,97106299999
meylvvmsdp06a,97106300000,97106399999
meylvvmsdp06a,97106600000,97106699999
meylvvmsdp06a,97110200000,97110299999
meylvvmsdp06a,97111100000,97111199999
meylvvmsdp06a,97111200000,97111299999
meylvvmsdp06a,97111600000,97111699999
meylvvmsdp06a,97112000000,97112099999
meylvvmsdp06a,97112500000,97112599999
meylvvmsdp06a,97112600000,97112699999
meylvvmsdp06a,97113400000,97113499999
meylvvmsdp06a,97114100000,97114199999
meylvvmsdp06a,97114200000,97114299999
meylvvmsdp06a,97114400000,97114499999
meylvvmsdp06a,97114600000,97114699999
meylvvmsdp06a,97114900000,97114999999
meylvvmsdp06a,97115400000,97115499999
meylvvmsdp06a,97116300000,97116399999
meylvvmsdp06a,97116500000,97116599999
meylvvmsdp06a,97117100000,97117199999
meylvvmsdp06a,97119800000,97119899999
meylvvmsdp06a,97120100000,97120199999
meylvvmsdp06a,97121000000,97121099999
meylvvmsdp06a,97121100000,97121199999
meylvvmsdp06a,97121200000,97121299999
meylvvmsdp06a,97121400000,97121499999
meylvvmsdp06a,97121500000,97121599999
meylvvmsdp06a,97122100000,97122199999
meylvvmsdp06a,97122200000,97122299999
meylvvmsdp06a,97122300000,97122399999
meylvvmsdp06a,97122400000,97122499999
meylvvmsdp06a,97122500000,97122599999
meylvvmsdp06a,97122600000,97122699999
meylvvmsdp06a,97122700000,97122799999
meylvvmsdp06a,97122800000,97122899999
meylvvmsdp06a,97123000000,97123099999
meylvvmsdp06a,97123200000,97123299999
meylvvmsdp06a,97123300000,97123399999
meylvvmsdp06a,97123500000,97123599999
meylvvmsdp06a,97123600000,97123699999
meylvvmsdp06a,97123700000,97123799999
meylvvmsdp06a,97123800000,97123899999
meylvvmsdp06a,97123900000,97123999999
meylvvmsdp06a,97124000000,97124099999
meylvvmsdp06a,97124100000,97124199999
meylvvmsdp06a,97124200000,97124299999
meylvvmsdp06a,97124300000,97124399999
meylvvmsdp06a,97124500000,97124599999
meylvvmsdp06a,97124600000,97124699999
meylvvmsdp06a,97124700000,97124799999
meylvvmsdp06a,97124800000,97124899999
meylvvmsdp06a,97124900000,97124999999
meylvvmsdp06a,97125000000,97125099999
meylvvmsdp06a,97125100000,97125199999
meylvvmsdp06a,97125200000,97125299999
meylvvmsdp06a,97125300000,97125399999
meylvvmsdp06a,97125400000,97125499999
meylvvmsdp06a,97125500000,97125599999
meylvvmsdp06a,97125600000,97125699999
meylvvmsdp06a,97125700000,97125799999
meylvvmsdp06a,97125800000,97125899999
meylvvmsdp06a,97125900000,97125999999
meylvvmsdp06a,97126000000,97126099999
meylvvmsdp06a,97126100000,97126199999
meylvvmsdp06a,97126200000,97126299999
meylvvmsdp06a,97126300000,97126399999
meylvvmsdp06a,97126400000,97126499999
meylvvmsdp06a,97126500000,97126599999
meylvvmsdp06a,97126600000,97126699999
meylvvmsdp06a,97126700000,97126799999
meylvvmsdp06a,97126800000,97126899999
meylvvmsdp06a,97126900000,97126999999
meylvvmsdp06a,97127100000,97127199999
meylvvmsdp06a,97127200000,97127299999
meylvvmsdp06a,97127300000,97127399999
meylvvmsdp06a,97127400000,97127499999
meylvvmsdp06a,97127500000,97127599999
meylvvmsdp06a,97127700000,97127799999
meylvvmsdp06a,97127800000,97127899999
meylvvmsdp06a,97128000000,97128099999
meylvvmsdp06a,97128100000,97128199999
meylvvmsdp06a,97128200000,97128299999
meylvvmsdp06a,97128300000,97128399999
meylvvmsdp06a,97128400000,97128499999
meylvvmsdp06a,97128500000,97128599999
meylvvmsdp06a,97128600000,97128699999
meylvvmsdp06a,97128700000,97128799999
meylvvmsdp06a,97128800000,97128899999
meylvvmsdp06a,97128900000,97128999999
meylvvmsdp06a,97129300000,97129399999
meylvvmsdp06a,97129400000,97129499999
meylvvmsdp06a,97129500000,97129599999
meylvvmsdp06a,97129600000,97129699999
meylvvmsdp06a,97129700000,97129799999
meylvvmsdp06a,97129900000,97129999999
meylvvmsdp06a,97131200000,97131299999
meylvvmsdp06a,97131300000,97131399999
meylvvmsdp06a,97131400000,97131499999
meylvvmsdp06a,97131800000,97131899999
meylvvmsdp06a,97132000000,97132099999
meylvvmsdp06a,97132200000,97132299999
meylvvmsdp06a,97132300000,97132399999
meylvvmsdp06a,97132400000,97132499999
meylvvmsdp06a,97132500000,97132599999
meylvvmsdp06a,97132700000,97132799999
meylvvmsdp06a,97132800000,97132899999
meylvvmsdp06a,97133100000,97133199999
meylvvmsdp06a,97133200000,97133299999
meylvvmsdp06a,97133300000,97133399999
meylvvmsdp06a,97133500000,97133599999
meylvvmsdp06a,97133700000,97133799999
meylvvmsdp06a,97134300000,97134399999
meylvvmsdp06a,97134400000,97134499999
meylvvmsdp06a,97134600000,97134699999
meylvvmsdp06a,97135300000,97135399999
meylvvmsdp06a,97135500000,97135599999
meylvvmsdp06a,97135600000,97135699999
meylvvmsdp06a,97135900000,97135999999
meylvvmsdp06a,97136300000,97136399999
meylvvmsdp06a,97136400000,97136499999
meylvvmsdp06a,97136500000,97136599999
meylvvmsdp06a,97136600000,97136699999
meylvvmsdp06a,97136700000,97136799999
meylvvmsdp06a,97136800000,97136899999
meylvvmsdp06a,97137000000,97137099999
meylvvmsdp06a,97137100000,97137199999
meylvvmsdp06a,97137200000,97137299999
meylvvmsdp06a,97137300000,97137399999
meylvvmsdp06a,97137400000,97137499999
meylvvmsdp06a,97137500000,97137599999
meylvvmsdp06a,97137600000,97137699999
meylvvmsdp06a,97137700000,97137799999
meylvvmsdp06a,97137800000,97137899999
meylvvmsdp06a,97137900000,97137999999
meylvvmsdp06a,97138700000,97138799999
meylvvmsdp06a,97138800000,97138899999
meylvvmsdp06a,97139300000,97139399999
meylvvmsdp06a,97139400000,97139499999
meylvvmsdp06a,97140000000,97140099999
meylvvmsdp06a,97140100000,97140199999
meylvvmsdp06a,97140200000,97140299999
meylvvmsdp06a,97140300000,97140399999
meylvvmsdp06a,97140500000,97140599999
meylvvmsdp06a,97140700000,97140799999
meylvvmsdp06a,97140900000,97140999999
meylvvmsdp06a,97141100000,97141199999
meylvvmsdp06a,97141200000,97141299999
meylvvmsdp06a,97141300000,97141399999
meylvvmsdp06a,97141400000,97141499999
meylvvmsdp06a,97141500000,97141599999
meylvvmsdp06a,97141800000,97141899999
meylvvmsdp06a,97142000000,97142099999
meylvvmsdp06a,97142100000,97142199999
meylvvmsdp06a,97142200000,97142299999
meylvvmsdp06a,97142500000,97142599999
meylvvmsdp06a,97142700000,97142799999
meylvvmsdp06a,97142800000,97142899999
meylvvmsdp06a,97143000000,97143099999
meylvvmsdp06a,97143100000,97143199999
meylvvmsdp06a,97143300000,97143399999
meylvvmsdp06a,97143700000,97143799999
meylvvmsdp06a,97143800000,97143899999
meylvvmsdp06a,97143900000,97143999999
meylvvmsdp06a,97144200000,97144299999
meylvvmsdp06a,97144600000,97144699999
meylvvmsdp06a,97144700000,97144799999
meylvvmsdp06a,97144900000,97144999999
meylvvmsdp06a,97145100000,97145199999
meylvvmsdp06a,97145200000,97145299999
meylvvmsdp06a,97145400000,97145499999
meylvvmsdp06a,97145800000,97145899999
meylvvmsdp06a,97145900000,97145999999
meylvvmsdp06a,97146000000,97146099999
meylvvmsdp06a,97146100000,97146199999
meylvvmsdp06a,97146200000,97146299999
meylvvmsdp06a,97146300000,97146399999
meylvvmsdp06a,97146500000,97146599999
meylvvmsdp06a,97146600000,97146699999
meylvvmsdp06a,97146700000,97146799999
meylvvmsdp06a,97146800000,97146899999
meylvvmsdp06a,97146900000,97146999999
meylvvmsdp06a,97147100000,97147199999
meylvvmsdp06a,97147200000,97147299999
meylvvmsdp06a,97147400000,97147499999
meylvvmsdp06a,97147500000,97147599999
meylvvmsdp06a,97147600000,97147699999
meylvvmsdp06a,97147700000,97147799999
meylvvmsdp06a,97148000000,97148099999
meylvvmsdp06a,97148100000,97148199999
meylvvmsdp06a,97148200000,97148299999
meylvvmsdp06a,97148300000,97148399999
meylvvmsdp06a,97148400000,97148499999
meylvvmsdp06a,97148500000,97148599999
meylvvmsdp06a,97148900000,97148999999
meylvvmsdp06a,97149000000,97149099999
meylvvmsdp06a,97149100000,97149199999
meylvvmsdp06a,97149200000,97149299999
meylvvmsdp06a,97149300000,97149399999
meylvvmsdp06a,97149500000,97149599999
meylvvmsdp06a,97149600000,97149699999
meylvvmsdp06a,97149700000,97149799999
meylvvmsdp06a,97149800000,97149899999
meylvvmsdp06a,97150200000,97150299999
meylvvmsdp06a,97150300000,97150399999
meylvvmsdp06a,97151200000,97151299999
meylvvmsdp06a,97152100000,97152199999
meylvvmsdp06a,97152500000,97152599999
meylvvmsdp06a,971002000000,971002999999
meylvvmsdp06a,971024000000,971024999999
meylvvmsdp06a,971031000000,971031999999
meylvvmsdp06a,971043000000,971043999999
meylvvmsdp06a,971046000000,971046999999
meylvvmsdp06a,971048000000,971048999999
meylvvmsdp06a,971100000000,971100999999
meylvvmsdp06a,971111000000,971111999999
meylvvmsdp06a,971141000000,971141999999
meylvvmsdp06a,971202000000,971202999999
meylvvmsdp06a,971212000000,971212999999
meylvvmsdp06a,971217000000,971217999999
meylvvmsdp06a,971398000000,971398999999
meylvvmsdp06a,971404000000,971404999999
meylvvmsdp06a,971416000000,971416999999
meylvvmsdp06a,971479000000,971479999999
meylvvmsdp06a,971494000000,971494999999
meylvvmsdp06a,971500000000,971500999999
meylvvmsdp06a,971501000000,971501999999
meylvvmsdp06a,971502000000,971502999999
meylvvmsdp06a,971503000000,971503999999
meylvvmsdp06a,971504000000,971504999999
meylvvmsdp06a,971505000000,971505999999
meylvvmsdp06a,971506000000,971506999999
meylvvmsdp06a,971507000000,971507999999
meylvvmsdp06a,971508000000,971508999999
meylvvmsdp06a,971509000000,971509999999
meylvvmsdp06a,971514000000,971514999999
meylvvmsdp06a,971520000000,971520999999
meylvvmsdp06a,971521000000,971521999999
meylvvmsdp06a,971522000000,971522999999
meylvvmsdp06a,971523000000,971523999999
meylvvmsdp06a,971524000000,971524999999
meylvvmsdp06a,4478700000000,4478709999999
meylvvmsdp06a,44111100000000,44111199999999
meylvvmsdp06a,97110000000000,97110099999999
meylvvmsdp06a,97113600000000,97113699999999
meylvvmsdp06a,971101000000000,971101999999999
meylvvmsdp07a,97155000,97155099
meylvvmsdp07a,971543000,971543999
meylvvmsdp07a,971545000,971545999
meylvvmsdp07a,9715310000,9715319999
meylvvmsdp07a,9715380000,9715389999
meylvvmsdp07a,9715410000,9715419999
meylvvmsdp07a,9715440000,9715449999
meylvvmsdp07a,9715460000,9715469999
meylvvmsdp07a,9715470000,9715479999
meylvvmsdp07a,9715480000,9715489999
meylvvmsdp07a,97152800000,97152899999
meylvvmsdp07a,97152900000,97152999999
meylvvmsdp07a,97153200000,97153299999
meylvvmsdp07a,97153600000,97153699999
meylvvmsdp07a,97154400000,97154499999
meylvvmsdp07a,97154600000,97154699999
meylvvmsdp07a,97155000000,97155099999
meylvvmsdp07a,971525000000,971525999999
meylvvmsdp07a,971526000000,971526999999
meylvvmsdp07a,971527000000,971527999999
meylvvmsdp07a,971528000000,971528999999
meylvvmsdp07a,971529000000,971529999999
meylvvmsdp07a,971543000000,971543999999
meylvvmsdp07a,971544000000,971544999999
